Major,Year,Eth,X1st.gen,sex,format,EPICS,WB_1,WB_2,WB_3,H_1,H_2,H_3,PA_1,PA_2,PA_3,PA_4,PA_5,ACA,Big6_1,Big6_2,Big6_3,Big6_4,Big6_5,Big6_6,PSN,PSV,BRS_1,BRS_2,BRS_3,BRS_4,BRS_5,BRS_6,GRO_1,GRO_2,GRO_3,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,NET_1,NET_2,NET_3,NET_4,NET_5,NET_6,NET_7,NET_8,LSE_1,LSE_2,LSE_3,LSE_4,LSE_5,LSE_6,LSE_7,LSE_8,LSE_9,LSE_10,LSE_11,LSE_12,PER_1,PER_2,PER_3,OPP_1,OPP_2,OPP_3,OPP_4
15,5,5,2,2,1,2,4,2,4,2,1,2,3,3,4,2,3,"2,4,8",4,4,3,3,5,3,4,5,3,3,3,2,3,2,5,4,3,3,3,2,4,4,4,4,3,3,3,4,4,3,4,50,67,50,40,60,55,87,78,73,82,40,72,4,3,3,3,3,3,3
5,2,5,2,1,1,2,4,3,3,3,2,2,4,1,4,3,3,11,5,3,2,2,4,4,5,5,4,2,4,2,4,2,4,4,4,4,4,1,4,4,4,5,4,3,4,4,5,2,4,95,90,95,95,95,85,95,90,90,90,80,88,4,3,3,4,3,3,4
11,2,5,2,1,1,1,2,2,3,2,2,2,3,4,5,2,4,"3,4,7,10,11",4,3,4,1,1,3,4,1,2,4,2,4,2,4,2,2,2,3,2,4,2,3,3,4,3,3,4,4,4,4,3,,,,,,,,,,0,0,,3,3,3,3,3,3,3
4,3,5,2,1,1,2,3,3,4,3,2,1,3,4,4,2,3,"1,3,8",2,3,2,4,1,2,1,4,4,4,2,2,2,2,4,4,3,4,2,2,2,4,4,4,2,4,2,3,4,2,4,49,52,48,50,43,60,61,67,61,64,29,28,4,4,3,3,2,2,3
11,1,"2,5",2,1,1,2,3,3,3,3,4,3,3,2,3,3,3,"3,7,10,11",4,3,4,4,2,2,2,5,4,2,4,2,4,2,3,3,3,4,3,3,3,4,3,4,4,3,2,4,4,4,3,75,78,82,74,82,77,76,83,79,78,86,85,4,4,4,3,5,2,3
1,2,5,2,1,1,2,2,2,4,3,4,2,3,3,5,2,4,9,4,1,4,2,5,3,4,5,5,1,4,1,5,1,1,1,1,4,2,2,2,5,4,4,2,4,2,3,3,3,4,28,15,32,48,10,9,10,36,10,13,60,45,4,4,4,3,3,4,3
12,2,5,2,2,1,2,3,2,4,3,2,3,3,3,4,3,4,"3,4,6,7",4,4,2,4,2,4,3,4,4,4,4,2,4,2,5,3,5,3,4,4,2,2,4,4,4,4,4,3,4,4,4,76,86,71,76,90,84,81,64,61,84,90,84,3,3,3,3,3,3,3
1,2,5,2,1,1,2,2,1,3,3,2,2,3,3,5,4,5,"3,4,6,7,10,11",4,2,1,4,5,1,2,4,2,4,2,3,4,4,1,1,1,4,4,3,1,4,3,4,4,4,4,3,4,4,3,45,62,60,61,43,54,32,66,64,24,47,38,3,3,3,3,2,4,4
18,4,5,2,1,1,1,4,3,3,3,3,3,3,3,4,4,5,"3,9",5,5,3,5,2,3,3,3,3,3,2,2,4,2,4,3,2,4,4,3,4,4,5,5,5,4,3,5,5,4,3,72,75,75,85,70,78,71,75,70,75,80,90,3,4,4,3,4,3,3
9,2,5,2,2,1,2,3,2,3,2,3,2,3,3,5,3,4,"3,6,9",4,3,2,2,2,3,2,4,2,4,2,4,2,4,4,4,4,3,3,4,3,3,3,3,3,3,2,4,4,3,3,54,69,62,55,79,65,63,77,73,54,75,56,4,3,3,2,3,5,5
16,2,5,2,1,1,2,5,3,4,2,2,2,4,1,4,5,3,"4,8,9,10,11",4,1,1,1,1,1,3,2,3,3,3,3,3,3,1,1,1,5,4,3,1,4,4,5,2,3,3,3,4,2,4,70,70,100,65,70,60,70,60,50,43,57,30,4,4,4,4,5,5,5
15,4,5,1,1,1,2,3,3,3,5,4,4,3,4,4,4,4,"1,2,3,9,10",5,5,5,5,5,5,6,5,3,3,3,3,3,2,6,5,4,3,3,5,5,3,5,4,3,3,4,5,4,5,4,84,93,98,91,94,87,100,78,87,94,70,64,4,4,3,4,4,3,4
12,4,6,2,1,1,2,2,1,4,3,1,4,3,3,5,3,5,11,4,1,4,4,5,5,4,5,2,4,4,3,2,3,4,3,2,4,2,3,3,4,3,4,5,4,2,3,4,4,3,63,46,62,50,60,59,50,61,76,55,50,16,3,3,4,3,2,4,4
11,1,2,2,1,2,2,5,4,4,5,3,4,4,1,3,3,2,,5,4,4,5,1,5,4,4,4,2,5,2,4,2,2,2,2,5,4,2,4,5,5,5,4,4,4,4,4,2,4,69,88,91,92,92,96,100,95,80,65,93,50,4,4,3,4,4,4,5
15,2,"2,5",2,1,1,2,5,4,5,3,2,2,4,3,4,4,2,"3,4",3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,3,5,4,4,3,3,4,5,3,5,90,72,89,80,78,87,82,82,98,73,98,71,3,4,4,3,4,3,4
18,4,5,2,2,1,2,3,3,4,2,4,1,4,3,5,4,5,"3,9",4,4,3,4,5,2,3,1,2,4,2,4,2,5,3,3,2,2,1,3,2,3,3,3,4,4,3,4,5,4,4,40,35,22,20,76,31,85,51,9,34,26,15,4,4,4,3,3,4,4
6,2,5,2,1,1,2,3,3,4,3,4,4,3,4,4,3,4,"3,7,11",3,3,2,2,1,2,3,3,4,3,4,4,4,3,3,2,2,2,1,1,2,3,3,2,1,1,1,3,4,4,3,92,74,52,75,65,49,46,44,72,77,41,51,3,4,3,3,3,2,2
15,2,5,2,3,1,2,2,3,3,2,2,1,3,4,4,3,4,"1,2,3,4,6,10",4,4,3,4,4,4,2,5,2,4,2,4,2,4,2,2,2,4,3,3,2,3,4,4,4,4,3,4,4,5,3,70,70,80,50,80,80,80,60,50,40,80,20,4,3,3,3,3,3,3
9,4,"5,6",1,1,1,2,3,2,4,3,2,2,3,3,4,3,5,"3,4,7,8,11",4,3,4,5,4,5,6,5,4,4,4,4,2,2,3,4,3,5,2,4,3,4,4,5,4,4,4,4,3,4,4,80,85,90,70,95,95,95,90,75,70,75,75,4,3,3,3,3,4,4
11,1,5,1,1,1,2,4,3,4,3,1,3,4,3,4,4,3,"3,4,11",4,4,3,2,2,2,2,3,3,4,3,4,3,3,3,2,2,3,4,2,3,3,4,5,2,3,2,4,5,4,4,80,80,70,80,85,90,95,90,90,70,75,65,3,4,4,4,4,3,3
11,1,5,2,1,1,2,4,3,3,3,2,2,4,2,4,3,3,4,4,3,3,2,2,5,4,4,4,2,4,2,4,2,2,2,2,4,3,2,4,4,4,4,4,3,3,3,5,2,5,74,82,85,88,59,62,87,54,91,88,87,89,4,4,3,3,3,3,4
12,4,"5,6",2,2,1,2,4,2,3,3,2,2,4,2,4,4,3,"3,4,9,11",4,3,4,4,4,4,5,6,4,2,4,2,4,3,4,5,4,4,4,2,4,4,4,4,3,4,3,4,4,2,3,86,89,87,90,81,75,77,76,83,74,77,56,4,4,4,4,3,4,4
15,2,5,2,2,2,2,4,4,4,3,3,5,4,3,4,4,5,"2,3,4",4,4,4,4,4,4,3,4,3,2,2,2,4,2,1,1,1,3,2,1,4,4,4,5,5,5,4,4,3,2,4,77,87,81,81,48,49,48,49,56,85,85,49,4,4,3,4,4,4,4
1,4,"5,6",2,1,1,2,1,1,2,1,1,2,1,5,5,1,5,"2,3,4,6,11",1,1,1,3,1,4,4,4,1,5,1,5,1,5,6,6,6,1,1,5,1,1,1,1,4,4,3,1,1,5,1,2,4,17,5,2,12,5,1,1,1,1,1,4,4,4,1,1,1,1
3,1,5,2,1,1,2,3,4,5,4,2,2,3,3,4,3,3,"4,8,10",4,3,4,2,2,1,2,3,3,2,3,2,3,2,3,2,2,4,2,3,3,4,3,3,3,4,2,4,4,5,4,70,60,74,80,75,68,75,72,60,77,77,70,3,3,2,3,3,3,3
11,1,5,2,1,1,2,3,2,3,2,3,1,2,3,5,2,4,"2,3,6,7,8,9",4,3,4,1,1,2,4,5,4,2,3,3,2,2,2,2,2,4,3,2,2,3,4,5,4,4,3,3,3,4,3,98,99,83,100,100,90,100,93,95,93,93,94,4,3,4,3,5,3,3
15,2,5,2,1,1,2,4,3,4,3,3,2,3,4,4,3,3,"3,6,7",3,4,2,2,3,2,2,4,4,2,4,2,3,1,3,3,3,4,4,2,4,4,4,4,3,3,4,4,5,5,2,100,100,100,85,100,100,100,100,100,100,91,92,3,4,4,4,3,3,3
11,1,5,2,1,1,2,4,5,4,3,2,3,3,1,4,3,3,,5,4,2,1,3,5,3,5,3,4,4,2,4,3,3,3,3,5,4,2,4,4,5,5,3,5,2,4,5,2,4,85,92,92,85,93,100,90,94,89,94,89,90,3,4,4,3,3,4,4
12,4,5,2,2,1,2,4,3,4,4,3,3,3,3,5,4,5,,4,3,3,2,5,4,5,2,3,2,4,3,3,3,4,4,3,2,2,1,3,4,3,4,2,4,3,3,4,2,4,61,31,24,50,74,71,61,66,19,9,63,27,4,2,2,2,2,3,3
11,1,5,2,1,1,2,4,4,4,3,2,3,4,3,4,4,3,"3,4,9",4,4,4,2,2,4,3,4,4,2,4,2,4,2,5,3,3,3,3,3,3,4,4,4,3,4,5,4,4,3,4,80,85,75,85,90,90,75,80,80,80,80,80,3,3,3,4,4,3,4
11,1,2,2,1,1,2,5,5,5,5,3,4,5,1,3,5,3,,5,5,5,3,3,3,6,4,4,2,3,2,3,2,2,1,1,5,5,1,5,5,5,5,4,5,3,5,5,1,5,100,100,100,100,100,100,100,100,100,100,100,100,3,4,4,4,4,4,4
15,4,5,2,1,1,2,4,1,4,1,1,2,3,4,5,3,4,"4,11",5,3,3,4,5,2,5,6,4,2,5,2,4,2,3,2,2,3,2,4,5,4,3,4,3,4,4,2,4,4,3,56,43,70,74,77,66,62,63,85,80,42,2,3,4,3,3,3,2,2
11,1,"5,6",2,2,1,2,4,2,5,4,3,5,4,1,4,3,4,"7,10,11",3,3,4,1,1,3,5,5,4,1,3,2,4,2,3,1,1,5,3,2,5,5,5,5,5,4,3,3,5,4,4,96,86,93,75,13,87,14,36,82,59,45,40,4,4,4,4,3,3,3
8,2,5,2,2,1,2,4,3,3,4,1,4,3,4,4,4,2,"3,4",4,2,2,4,4,4,4,4,4,4,4,2,3,2,2,2,2,4,2,2,4,4,3,3,3,4,4,3,4,3,4,64,69,61,79,60,64,72,68,69,67,67,69,4,3,3,3,3,3,3
15,4,5,2,1,1,2,4,1,4,2,1,1,3,2,5,1,4,"3,4,6",4,4,4,4,2,4,5,4,2,3,3,2,3,2,3,2,3,3,2,1,3,3,2,4,2,3,2,2,4,2,4,69,56,65,55,60,50,44,38,45,64,62,10,3,3,3,3,2,3,3
15,2,5,2,1,1,2,1,3,2,1,1,1,1,4,4,2,4,"2,3,4,5,6,10",4,2,3,3,2,1,2,4,3,2,2,3,1,1,4,3,3,1,2,2,1,3,4,1,1,2,1,2,2,5,1,42,38,18,57,50,25,36,14,43,44,38,26,3,3,3,3,2,2,2
12,5,5,2,1,1,2,2,2,4,2,3,1,3,4,5,4,5,"3,6",4,3,2,4,5,3,2,4,4,3,2,3,4,2,4,4,4,4,2,1,1,2,4,4,2,2,2,4,4,3,4,80,70,80,80,95,75,60,50,65,95,90,65,4,4,2,4,3,3,3
1,3,5,2,1,1,2,4,3,3,4,2,2,4,3,4,3,2,,3,4,4,5,4,5,2,6,4,2,4,2,3,3,1,1,1,5,3,5,4,4,5,4,4,4,4,4,5,3,5,70,75,65,70,80,90,90,80,80,70,70,65,4,4,4,3,4,4,4
1,3,5,2,1,1,2,3,3,4,3,1,2,3,4,5,2,4,"3,4,6,9,10",5,2,2,5,1,3,2,3,4,3,4,1,3,1,2,2,4,2,3,1,4,4,4,3,1,3,1,5,5,5,4,60,70,70,70,70,80,70,70,70,50,80,70,3,4,4,4,3,4,3
"1,11",2,5,2,1,1,2,2,1,1,2,1,1,3,4,5,2,5,"1,3,4,6,7,10",4,1,1,1,5,3,3,1,3,5,2,3,2,4,6,6,6,2,1,4,1,1,4,4,2,4,2,4,3,5,4,,,,,,,,,,,,,3,4,4,2,2,3,3
11,1,5,2,1,1,1,5,5,5,5,4,3,3,2,5,4,5,,3,5,3,4,2,4,2,2,4,2,4,2,4,2,3,3,3,4,4,1,4,4,5,4,4,4,2,4,4,2,4,54,60,54,50,71,57,54,50,54,50,49,50,3,3,3,4,4,5,5
15,4,5,1,2,1,2,4,3,3,3,3,2,3,3,4,4,4,"1,2,3,6",3,3,4,4,1,2,3,4,3,4,2,4,3,3,3,3,3,4,2,2,4,4,4,4,3,3,3,4,4,4,4,81,95,56,93,70,94,97,86,81,81,76,79,3,3,3,3,3,3,3
12,2,5,2,2,1,2,4,3,4,3,2,2,3,3,5,3,4,"3,4,6,10",4,3,1,4,2,4,6,2,4,2,3,2,3,2,3,3,3,4,3,1,1,3,4,4,2,4,3,3,3,4,4,52,45,45,16,40,36,47,28,34,35,38,29,3,3,3,3,2,3,3
18,3,5,2,2,1,2,4,3,3,2,1,1,3,2,5,3,4,"1,4,6,7",4,4,3,4,3,4,3,5,4,3,3,2,3,2,1,1,1,4,3,2,3,4,4,4,4,4,4,3,4,3,4,82,82,82,85,84,84,84,79,81,81,78,68,3,3,3,3,3,3,3
11,1,"5,6",1,2,2,2,1,2,3,2,2,2,2,4,5,4,4,"1,2,3,4,5,6,7,9,10",4,4,4,1,4,1,2,2,2,5,2,4,2,3,2,2,2,4,1,2,2,4,3,2,4,4,2,3,4,5,1,50,71,60,69,30,72,43,0,73,70,74,7,4,4,3,3,2,2,2
12,3,"3,5",2,2,1,2,5,3,4,3,3,2,4,1,2,4,2,,3,4,4,2,5,4,6,4,3,3,3,3,2,2,3,3,3,3,4,1,5,4,4,5,4,4,3,3,4,2,4,60,60,70,60,100,100,100,75,50,65,60,50,3,3,3,3,3,3,3
4,3,5,2,1,1,2,2,2,4,3,3,3,3,4,4,3,4,"3,4,7,8,10",4,4,3,5,1,3,4,3,4,4,2,4,4,2,6,4,5,4,2,3,1,2,3,4,3,3,3,3,4,5,2,70,75,50,75,60,60,65,56,70,60,65,75,3,4,3,3,2,2,3
15,2,5,2,2,1,1,3,2,4,3,2,2,3,2,3,4,4,3,4,4,3,2,2,4,3,3,3,2,2,5,3,4,4,4,4,2,4,4,2,3,4,4,3,4,3,4,3,4,3,72,71,61,80,44,72,57,78,46,59,64,63,3,3,3,3,3,3,3
15,4,5,2,2,1,2,4,2,3,3,3,3,3,2,4,4,4,"3,4",5,4,4,5,5,5,5,4,3,3,4,3,4,3,2,2,2,5,3,3,4,4,3,5,4,3,3,4,4,4,5,75,51,86,52,74,80,72,73,50,100,100,63,4,4,4,3,2,4,4
8,2,2,2,1,1,2,2,1,1,3,1,1,2,5,5,2,5,"3,4,6,7,8,11",1,1,3,2,2,4,3,2,4,4,5,4,2,4,2,2,2,4,4,3,4,2,5,4,3,4,4,2,4,5,4,55,26,52,33,70,50,49,35,52,50,48,5,4,3,3,3,2,3,2
13,5,5,2,2,1,2,1,1,3,1,1,2,3,5,5,5,5,"1,2,3,4,7,11",3,3,3,4,5,4,3,5,4,4,4,2,2,2,4,3,3,3,3,2,3,3,4,5,3,5,4,2,3,5,2,78,80,77,68,75,69,67,74,78,82,76,54,3,4,4,3,3,3,3
15,4,5,2,2,1,2,2,1,1,3,1,4,3,4,5,4,5,"2,3,4,5,8,10,11",4,5,2,4,5,5,3,6,5,1,5,1,5,1,2,2,2,5,1,1,3,5,5,5,5,5,5,2,4,4,5,76,90,,80,29,76,73,72,77,74,72,74,4,4,4,5,1,4,4
11,1,2,2,1,1,2,3,2,3,4,1,3,3,4,4,4,4,"3,4,6",5,4,4,3,3,5,3,3,2,3,2,5,2,4,2,2,2,4,3,1,1,4,4,4,5,4,5,4,4,1,4,29,72,57,27,57,46,77,75,59,50,50,50,2,4,4,3,4,4,4
8,2,5,2,2,1,2,2,2,4,3,2,2,3,5,5,3,5,"3,4,11",3,2,2,4,4,4,2,4,4,4,3,2,2,2,3,4,3,4,2,2,2,2,2,4,4,4,3,3,4,3,2,32,66,54,66,67,28,73,21,64,56,30,20,3,3,3,4,2,4,3
15,4,5,2,1,1,2,3,1,1,4,1,3,4,3,5,4,5,"3,4,10",5,3,1,1,4,5,6,4,4,2,5,2,4,2,1,1,1,2,2,1,4,3,5,5,5,5,5,4,4,3,5,90,92,93,86,85,90,96,100,62,62,40,26,3,4,4,3,5,5,4
15,4,5,2,1,1,2,4,1,4,3,1,3,3,2,5,4,4,"3,4,7,11",5,3,4,2,4,4,5,5,4,2,3,3,3,3,2,2,2,4,4,2,2,3,4,4,4,4,3,4,4,3,5,75,91,50,75,80,50,80,80,65,60,80,50,4,4,4,4,4,3,4
15,2,5,2,1,1,2,4,2,2,1,1,2,3,4,4,2,5,"3,4,6,8,11",2,2,4,2,1,2,3,4,4,2,4,2,4,1,5,4,4,4,2,2,4,4,4,4,3,4,3,3,4,4,4,70,60,60,70,60,70,50,60,50,60,70,60,3,3,3,3,5,3,4
1,3,5,2,1,1,2,4,4,4,3,3,2,3,3,3,2,2,3,4,3,3,5,1,5,4,4,3,3,4,2,3,3,5,4,4,3,3,2,3,4,4,4,3,2,3,4,4,4,4,75,73,67,63,83,70,69,73,74,61,40,65,4,3,3,3,3,4,3
12,2,5,2,1,1,2,4,3,4,3,2,3,3,3,5,3,4,"3,4",5,4,2,1,4,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,4,5,2,5,45,59,73,68,79,78,71,65,40,73,79,89,3,4,4,4,3,3,4
11,1,5,2,2,1,2,4,2,3,3,2,2,4,4,4,4,4,"3,4,8,9,11",1,3,1,1,1,3,4,3,3,4,3,3,2,2,1,1,1,4,4,1,5,4,5,5,3,4,3,2,5,2,5,65,87,80,89,66,60,67,47,48,51,68,71,4,3,3,5,3,4,4
11,1,5,2,1,1,2,4,1,4,3,3,2,3,2,5,2,4,"2,4,6",2,1,1,4,1,1,6,5,4,4,4,2,4,2,2,2,2,2,2,2,3,4,2,2,2,4,2,4,4,3,4,87,85,77,82,64,7,40,13,77,16,79,42,4,4,3,2,2,5,5
16,3,5,2,2,1,2,4,4,4,4,2,2,3,4,4,4,4,"1,2,3,4,7",5,3,2,4,4,3,3,2,2,3,3,4,3,4,3,2,2,3,3,2,3,4,4,4,3,3,3,4,5,4,4,50,50,40,80,45,65,75,80,60,50,55,80,3,4,4,4,4,4,4
1,2,5,2,2,1,2,4,3,4,2,3,3,4,2,5,4,5,"3,7,11",4,2,4,4,1,2,5,4,2,4,1,4,2,5,2,3,4,4,4,2,4,4,4,5,2,3,2,4,4,1,5,60,64,68,72,72,76,65,76,72,68,74,49,3,4,4,4,4,3,3
5,2,5,2,2,1,2,3,2,2,3,2,3,3,3,4,5,4,"3,4,8",4,4,3,2,4,3,4,4,4,2,2,2,3,2,2,2,2,2,2,3,2,3,4,4,4,4,4,4,4,4,4,40,68,67,70,75,61,76,50,63,57,50,39,4,4,3,4,3,4,4
15,1,5,2,1,1,2,4,4,4,3,3,2,4,3,5,3,4,"9,10",5,4,2,1,1,1,2,4,5,2,4,3,4,3,4,6,2,4,4,1,4,5,5,3,4,5,2,4,4,4,4,54,81,61,80,80,91,70,84,79,100,100,70,4,4,3,1,3,3,2
"1,5",1,5,2,1,1,2,4,3,4,,,,4,1,2,4,3,11,4,4,3,3,3,4,3,5,4,1,4,2,3,2,2,2,1,4,2,3,4,4,4,4,3,3,4,4,5,1,5,70,80,50,90,70,74,75,59,95,80,77,50,4,3,3,3,3,4,2
14,4,5,2,1,1,2,4,2,4,3,2,2,3,3,5,2,4,"3,4",4,4,4,4,4,4,5,5,4,3,3,4,4,2,1,2,2,4,4,3,4,4,4,4,4,4,3,4,4,3,4,70,69,90,90,70,80,65,65,75,91,50,80,4,3,3,4,3,4,3
1,2,2,2,1,2,2,3,3,3,4,3,4,3,3,4,3,4,"1,11",4,3,4,4,3,4,5,4,4,3,4,2,4,2,4,3,3,2,3,1,4,4,3,4,3,4,3,3,4,2,4,78,64,59,75,44,64,40,68,74,47,67,68,3,4,4,3,3,3,3
5,3,5,2,2,1,1,4,3,3,2,3,1,3,4,3,3,4,"3,4,6,10,11",4,3,3,5,4,4,4,3,2,4,2,4,1,4,5,5,2,4,3,3,3,4,3,4,4,5,2,2,4,5,4,75,100,90,75,90,90,90,60,75,50,30,1,4,3,4,3,3,4,4
4,2,5,2,2,1,2,3,2,2,2,2,2,3,3,4,3,4,"1,3,4,6,7,11",4,4,5,2,2,2,3,4,2,4,2,4,1,3,2,2,2,3,3,3,3,3,4,3,2,2,2,3,4,4,4,81,81,12,79,31,,14,41,62,50,19,,3,3,3,2,3,3,3
15,2,5,2,1,1,2,4,3,4,2,3,3,3,3,4,4,4,"2,3,5,6,7,11",2,4,4,2,2,4,2,4,3,4,4,2,4,2,4,3,2,4,2,2,2,4,4,4,2,3,4,4,4,4,4,79,78,74,79,84,80,87,62,60,61,79,73,3,3,3,3,3,4,3
15,2,5,2,2,1,2,2,1,1,2,1,2,2,4,4,3,4,"1,3,4,6,11",3,2,4,3,3,3,3,4,4,2,4,2,4,2,2,2,2,4,3,3,2,3,4,3,3,3,3,2,4,5,3,49,46,48,50,49,56,49,57,48,41,49,49,2,4,4,3,2,2,2
1,4,5,2,1,2,2,2,1,3,2,1,3,2,4,5,2,5,"1,3,4,7,9,10",4,2,4,4,2,2,3,2,1,5,1,5,1,5,5,5,5,2,2,4,5,5,2,5,1,1,1,5,3,5,1,90,90,60,90,40,60,30,60,30,50,90,50,4,4,4,2,1,3,1
11,1,5,2,1,1,2,4,3,3,3,2,2,4,2,3,5,3,"4,6",3,4,2,2,2,2,3,4,4,4,4,4,3,2,1,1,1,4,3,1,4,5,5,5,4,4,3,4,5,1,4,45,75,62,35,70,65,77,85,55,37,40,28,3,4,4,3,3,3,3
15,4,"2,5",2,2,1,2,2,1,3,3,2,1,3,2,5,3,5,"3,4",5,3,4,5,2,5,2,5,4,3,3,2,3,4,2,2,3,4,2,3,2,2,3,5,4,3,3,3,4,4,4,74,77,78,68,79,75,72,74,65,87,71,44,3,4,3,5,2,4,4
9,3,"2,5",2,1,1,1,2,1,2,4,2,2,3,4,4,3,5,"2,3,4,6,8,10,11",5,4,4,5,2,3,5,4,2,4,3,4,2,4,4,5,4,4,3,1,2,2,3,3,4,4,4,3,3,5,3,9,29,21,42,85,78,39,76,68,38,48,30,4,3,3,3,2,4,3
"11,15",1,"5,6",2,1,1,2,4,3,3,3,3,3,4,2,3,3,2,,2,4,3,2,2,2,5,6,5,1,5,1,5,1,4,3,4,4,3,1,4,4,4,4,3,3,3,4,4,3,4,55,75,65,60,75,70,55,60,60,60,50,55,3,3,3,3,3,5,5
11,1,5,2,1,1,2,3,2,4,1,1,1,3,3,3,3,4,"2,3,4,6",2,2,4,4,1,2,1,4,4,4,2,4,2,2,2,2,2,4,2,1,4,4,1,4,3,2,3,2,4,4,2,40,70,,10,,,,20,0,,,,4,3,3,3,2,5,2
8,1,5,2,1,1,1,4,4,4,4,3,3,4,1,3,4,2,,4,3,4,5,2,3,6,4,4,2,4,2,3,2,1,1,1,4,3,1,4,4,3,5,4,4,3,4,5,2,5,87,88,75,68,99,100,90,83,81,95,100,90,3,4,4,3,3,3,2
9,2,5,2,1,1,2,4,4,4,4,4,4,3,3,4,4,4,"1,7,9",4,4,4,2,1,3,2,4,4,2,4,2,4,2,2,2,2,4,3,3,4,4,4,4,4,4,4,4,5,4,4,60,70,50,65,71,70,70,70,60,65,65,70,3,3,3,3,3,2,3
11,1,5,2,1,1,2,2,4,4,3,3,4,2,4,5,4,5,"3,8,9,10",4,3,2,2,2,2,4,4,2,3,3,3,3,4,2,2,2,4,4,1,4,4,5,2,4,5,5,4,2,5,3,73,100,73,82,85,86,87,77,49,69,42,41,4,4,4,5,5,5,5
4,4,5,2,1,1,2,4,3,4,3,4,4,3,1,4,3,2,,5,4,4,5,5,4,6,5,4,3,4,2,2,2,2,2,2,5,4,2,5,4,5,5,3,4,4,3,5,2,4,80,70,80,65,85,85,85,90,70,100,75,70,4,3,4,3,3,4,4
8,5,5,2,2,2,2,4,2,2,2,1,1,3,4,5,3,5,"2,3,4,5,6,9",4,2,2,4,4,5,1,4,2,5,1,4,2,4,6,6,6,3,3,3,3,4,4,4,4,4,4,2,2,5,4,72,50,,,,39,,34,,,36,,4,4,3,3,2,4,4
14,3,"2,5",2,1,1,2,1,1,4,2,2,1,2,4,5,2,4,"1,3,5,6,11",5,2,2,1,1,2,2,5,4,4,4,2,2,2,2,5,5,2,4,1,1,2,4,5,2,3,2,4,4,5,2,50,50,49,50,50,50,50,50,50,49,51,50,4,3,3,2,1,5,2
17,2,5,2,1,1,2,4,2,2,5,1,2,4,2,4,3,3,"1,2,4,6,9,11",4,4,3,4,1,3,4,1,5,1,5,1,2,1,2,2,2,2,3,1,4,5,4,5,2,2,1,4,3,3,4,84,78,83,69,83,75,76,86,83,78,75,75,4,3,3,3,5,3,3
6,4,2,2,1,1,2,1,3,3,1,1,1,2,4,5,2,5,"2,3,4,6,7,8,9,10,11",3,2,3,4,1,1,2,3,1,5,2,2,2,4,3,4,4,4,2,2,1,2,4,4,2,2,4,3,4,5,4,93,54,85,27,62,85,75,60,58,51,85,64,2,3,3,3,2,2,2
11,1,5,2,2,1,2,4,4,4,4,2,2,4,3,5,3,5,"3,4",2,3,1,4,2,1,2,4,3,2,2,3,3,3,2,2,2,4,1,2,2,4,4,2,3,3,2,4,4,5,2,73,68,77,81,100,100,100,93,91,79,100,60,4,4,4,3,3,3,3
11,1,5,1,2,1,2,3,3,3,2,2,2,3,4,4,3,4,"3,4,7,9,11",4,3,5,3,3,3,2,1,4,4,4,5,2,3,2,2,1,4,2,2,2,3,4,4,3,3,3,4,4,4,3,59,61,74,84,85,100,77,73,83,75,90,60,3,4,3,3,2,5,5
5,4,5,2,1,1,2,3,2,4,3,2,3,3,4,4,2,4,,4,3,2,4,4,2,4,4,4,2,4,2,3,2,4,3,3,2,2,2,2,3,4,3,1,2,2,4,4,4,3,70,75,60,75,45,50,40,40,60,50,50,30,3,4,4,3,3,5,5
11,1,5,2,2,1,2,2,3,5,3,4,2,3,3,4,4,5,"3,6",3,3,4,1,1,4,3,5,4,2,3,2,3,2,2,2,1,4,4,1,3,4,4,5,4,4,3,3,4,2,4,79,71,71,55,84,63,100,75,50,73,88,55,4,4,3,3,4,4,4
4,5,"2,5",2,1,2,2,3,3,2,2,2,1,3,3,4,2,4,"3,4,6",4,4,4,4,4,4,4,6,4,2,4,3,4,2,1,1,1,4,3,1,4,4,4,4,2,2,2,3,4,2,2,60,70,60,80,50,50,70,60,50,80,70,70,3,3,3,3,3,3,3
5,4,5,2,1,1,2,4,2,2,2,1,2,3,4,4,3,4,"1,2,3,9,10,11",5,4,2,2,5,4,2,4,3,4,3,4,3,2,5,5,5,4,1,2,3,4,4,4,2,3,2,4,4,3,4,70,87,60,66,56,53,58,81,71,57,34,64,3,4,4,3,3,4,3
11,1,2,1,1,2,2,4,3,3,3,1,1,3,2,4,3,4,"4,6,10",5,5,4,1,1,1,3,4,3,3,3,3,3,4,3,3,3,4,4,2,3,4,4,4,3,4,2,4,4,2,4,68,23,37,82,41,7,14,10,77,51,24,50,4,3,3,4,4,3,2
18,2,5,2,2,1,2,4,3,4,4,4,3,5,2,4,4,3,1,5,4,4,5,2,3,4,1,4,3,4,2,2,2,4,3,4,4,2,4,3,5,5,5,4,2,3,4,4,3,4,57,75,62,33,90,92,100,100,54,61,100,31,3,4,4,4,4,2,4
